5633, 387, 455, -561
5650, 388, 455, -560
5661, 388, 455, -559
5726, 388, 456, -557
5737, 388, 456, -556
5753, 387, 456, -556
5819, 387, 457, -553
5841, 387, 458, -552
5856, 386, 458, -552
5944, 386, 459, -549
5959, 385, 459, -549
5977, 385, 459, -549
5997, 385, 460, -548
6074, 385, 460, -547
6089, 384, 460, -547
6112, 384, 461, -546
6177, 384, 461, -546
6206, 375, 464, -580
6272, 328, 487, -890
6288, 304, 491, -665
6306, 285, 495, -655
6418, 256, 486, -316
6481, 237, 488, -431
6492, 225, 488, -431
6509, 219, 489, -435
6586, 214, 487, -388
6598, 210, 487, -404
6619, 208, 486, -397
6686, 205, 486, -384
6698, 204, 485, -383
6712, 203, 485, -383
6732, 202, 485, -383
6802, 201, 483, -337
6815, 199, 482, -344
6842, 197, 481, -332
6906, 195, 480, -317
6921, 194, 479, -316
6946, 193, 479, -315
7029, 190, 474, -211
7044, 187, 472, -237
7057, 185, 471, -234
7069, 184, 471, -231
7158, 182, 470, -220
7169, 182, 469, -220
7187, 181, 469, -221
7201, 181, 469, -222
7267, 181, 469, -228
7283, 181, 469, -229
7293, 181, 470, -231
7305, 182, 470, -232
7381, 182, 470, -239
7394, 183, 470, -241
7406, 183, 471, -242
7418, 183, 471, -243
7436, 183, 471, -244
7520, 184, 471, -250
7532, 184, 472, -251
7547, 184, 472, -252
7586, 179, 473, -241
7855, 431, 504, -895
7935, 449, 608, -167
7953, 495, 726, -272
7965, 544, 832, -427
7977, 585, 921, -613
8092, 488, 835, -1163
8107, 418, 763, -1091
8137, 359, 676, -826
8222, 359, 583, -88
8247, 372, 542, -38
8265, 394, 531, 41
8335, 429, 602, 59
8350, 447, 662, 40
8367, 450, 714, -17
8489, 359, 684, -592
8571, 296, 604, -568
8584, 260, 550, -556
8596, 244, 511, -542
8612, 242, 480, -520
8624, 248, 457, -502
8688, 298, 437, -402
8701, 335, 427, -387
8716, 366, 426, -371
8731, 392, 432, -358
8806, 401, 468, -345
8818, 400, 493, -348
8836, 382, 510, -360
8856, 351, 518, -382
8934, 306, 520, -443
8957, 253, 490, -469
8990, 217, 459, -471
9060, 201, 416, -428
9078, 195, 389, -411
9099, 195, 371, -387
9164, 206, 371, -327
9181, 213, 376, -321
9196, 217, 387, -324
9270, 211, 422, -392
9285, 204, 448, -419
9299, 197, 468, -462
9363, 184, 486, -551
9381, 175, 495, -566
9395, 168, 500, -581
